Month_code,Month,Birthplace_code,Birthplace,Delivery_method_code,Delivery_method,Fetal_presentation_code,Fetal_presentation,Five_min_APGAR_score_code,Five_min_APGAR_score,Average_Age_Mother_years,Average_Birth_Weight_grams,Average_Interval_Since_Last_Live_Birth_months,Average_LMP_Gestational_Age_weeks,Average_Prenatal_Visits,Average_OE_Gestational_Age_weeks,Average_Pre-pregnancy_BMI,Births
1,January,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,6,6,29.81,3486.15,33.09,40.19,9.42,39.5,25.34,26
1,January,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,7,7,29.49,3493.44,37.13,39.38,9.99,39.45,24.56,99
1,January,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,8,8,29.88,3528.15,39.06,39.59,9.77,39.51,24.52,396
1,January,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,9,9,30.25,3556.43,36.94,39.7,10.35,39.57,24.58,2197
1,January,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,10,10,30.2,3547.09,34.41,39.67,9.62,39.6,24.31,1484
1,January,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,0,0,30,3000,61,38,0,38,31.1,1
1,January,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,5,5,30,3291,21,40.5,7.5,39,31.95,2
1,January,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,7,7,22.67,2400,21,36.33,7.67,36.33,21.9,3
1,January,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,8,8,29.25,3373.75,24.67,40,6.25,40.25,25.33,4
1,January,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,9,9,32.5,3457.78,31.8,39.5,9.1,39.3,25.05,10
1,January,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,10,10,27.5,3216.67,24.67,39,11.5,39.67,21.34,6
1,January,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,0,0,34.5,3593.5,32,41,0,41,24.8,2
1,January,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,8,8,28,3035.67,51.5,38,12.67,38.33,23.47,3
1,January,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,9,9,34.11,3563.67,35.2,39.78,12.11,39.67,23.29,9
1,January,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,99,Unknown or Not Stated,29.7,3059.22,28.73,38,4.56,37.42,26.9,20
1,January,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,5,5,38.5,4097,40,39.5,4,39.5,25,2
1,January,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,6,6,28.67,2379,16.5,31.67,3.67,33.33,21.9,3
1,January,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,7,7,28.43,3064.4,25.2,38.71,3,39,24,7
1,January,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,8,8,31.5,3444.5,13,39,9.25,39.25,22.47,4
1,January,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,9,9,29.93,3355.21,33.82,39.21,10,39.21,22.75,14
1,January,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,10,10,28.29,3879.86,29.2,40.86,7.57,40.86,26.97,7
1,January,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,99,Unknown or Not Stated,31.42,3331.51,35.18,39,9.43,38.82,24.32,100
1,January,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,0,0,33,2722,18,41,12,40,21.9,1
1,January,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,5,5,37,3345,20,40,9,40,27.1,1
1,January,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,6,6,39,2386,66,38,8,38,30.7,1
1,January,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,7,7,32.11,3318.67,39.11,38,10.33,37.89,28.51,9
1,January,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,8,8,32.8,3620.55,33.83,39,10.16,39.15,25.32,20
1,January,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,9,9,33.23,3673.82,40.77,39.97,9.77,39.76,26.51,66
1,January,2,Not in Hospital,2,Vaginal after previous c-section,2,Breech,9,9,31,3158.5,26,37.5,4.5,39,26.95,2
1,January,2,Not in Hospital,2,Vaginal after previous c-section,2,Breech,99,Unknown or Not Stated,22,2625,14,29,2,29,22,1
1,January,2,Not in Hospital,2,Vaginal after previous c-section,3,Other,10,10,34,2693,26,41,3,41,21.6,1
1,January,2,Not in Hospital,2,Vaginal after previous c-section,9,Unknown or Not Stated,99,Unknown or Not Stated,30,1534.5,112,33,4,33,46.3,2
1,January,2,Not in Hospital,3,Primary C-section,1,Cephalic,7,7,28,3540,Not Applicable,39,10,39,20.5,1
1,January,2,Not in Hospital,3,Primary C-section,1,Cephalic,8,8,31,3090,16,38,3,38,22.1,1
1,January,2,Not in Hospital,3,Primary C-section,1,Cephalic,9,9,27.67,3216.67,102,40,11.33,38,40.33,3
1,January,2,Not in Hospital,4,Repeat C-section,1,Cephalic,9,9,27.29,3276.29,36.17,39.71,10.57,39.29,27.79,7
1,January,2,Not in Hospital,4,Repeat C-section,9,Unknown or Not Stated,99,Unknown or Not Stated,38,2365,27,36,0,36,,1
1,January,2,Not in Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,0,0,29,,Not Applicable,,0,,25.1,1
1,January,2,Not in Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,4,4,26,2835,Not Applicable,36,,36,20.4,1
1,January,2,Not in Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,9,9,26.67,3250.67,47,38,5.5,38,21.45,3
1,January,2,Not in Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,10,10,27.5,3048,36,38.5,6.5,39,19.5,2
1,January,2,Not in Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,99,Unknown or Not Stated,27,2889,50,36.33,2.2,36.33,20.35,6
1,January,2,Not in Hospital,5,Vaginal (unknown if previous c-section),2,Breech,99,Unknown or Not Stated,27,2916,37,31,0,34,19.7,1
1,January,2,Not in Hospital,5,Vaginal (unknown if previous c-section),3,Other,99,Unknown or Not Stated,32,3799,64,42,0,42,25.1,1
1,January,2,Not in Hospital,5,Vaginal (unknown if previous c-section),9,Unknown or Not Stated,8,8,32,2642,115,38,9,36,27.6,1
1,January,2,Not in Hospital,5,Vaginal (unknown if previous c-section),9,Unknown or Not Stated,99,Unknown or Not Stated,27,1653.67,51,33,5,33,21.6,3
1,January,2,Not in Hospital,9,Unknown or Not Stated,1,Cephalic,99,Unknown or Not Stated,26.88,3614.62,28.75,39.38,4.14,38.25,25.61,8
1,January,2,Not in Hospital,9,Unknown or Not Stated,3,Other,99,Unknown or Not Stated,26.5,3416,17,40.5,2.5,40,25.15,2
1,January,2,Not in Hospital,9,Unknown or Not Stated,9,Unknown or Not Stated,0,0,28,,Not Applicable,,,,,1
1,January,2,Not in Hospital,9,Unknown or Not Stated,9,Unknown or Not Stated,7,7,28.5,3742.5,25,38,2.5,40,,2
1,January,2,Not in Hospital,9,Unknown or Not Stated,9,Unknown or Not Stated,8,8,35,4167,Not Applicable,42,13,42,,1
1,January,2,Not in Hospital,9,Unknown or Not Stated,9,Unknown or Not Stated,9,9,29.75,3480,42,39.5,10,39.5,26.87,4
1,January,2,Not in Hospital,9,Unknown or Not Stated,9,Unknown or Not Stated,10,10,33.67,3524.67,61,39.67,10.33,39.67,33.27,3
1,January,2,Not in Hospital,9,Unknown or Not Stated,9,Unknown or Not Stated,99,Unknown or Not Stated,29.77,3378.73,25,39,2.17,39,30,43
1,January,3,Unknown or Not Stated,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,0,0,29,,Not Applicable,,0,,,1
1,January,3,Unknown or Not Stated,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,7,7,28,2590,41,41,5,39,25.2,1
1,January,3,Unknown or Not Stated,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,9,9,32.6,3000.6,67.75,37.4,9.6,37.8,22.16,5
1,January,3,Unknown or Not Stated,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,10,10,36.5,3487,29,40.5,5,39.5,29.8,2
1,January,3,Unknown or Not Stated,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,99,Unknown or Not Stated,30.2,3372,51,40,9.6,39.2,24.3,5
1,January,3,Unknown or Not Stated,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,99,Unknown or Not Stated,27,3500,Not Applicable,,,,,2
1,January,3,Unknown or Not Stated,3,Primary C-section,1,Cephalic,9,9,33,3120,Not Applicable,39,12,39,31.5,1
1,January,3,Unknown or Not Stated,4,Repeat C-section,1,Cephalic,9,9,33,3884,Not Applicable,39,6,39,27.4,1
1,January,3,Unknown or Not Stated,5,Vaginal (unknown if previous c-section),1,Cephalic,0,0,28.5,,Not Applicable,,,,,2
1,January,3,Unknown or Not Stated,5,Vaginal (unknown if previous c-section),1,Cephalic,99,Unknown or Not Stated,20,3030,10,40,0,37,20.8,1
1,January,3,Unknown or Not Stated,9,Unknown or Not Stated,9,Unknown or Not Stated,99,Unknown or Not Stated,26,2570,Not Applicable,38,,38,,1
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,0,0,29.07,1934.31,38.82,30.98,7.21,30.43,27.42,44
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,1,1,27.7,1393.14,49.68,27.37,6.47,26.96,27.9,253
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,2,2,27.4,2305.02,48.85,32.65,9.5,32.26,28.42,156
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,3,3,26.97,2599.78,60.61,34.99,9.82,34.64,28.62,169
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,4,4,27.8,2901.09,58.47,37.03,10.32,36.75,27.33,245
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,5,5,27.59,2957.22,47.86,37.16,10.54,36.89,27.34,450
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,6,6,27.78,3046.35,56.48,37.68,10.82,37.44,27.41,961
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,7,7,27.94,3128.79,52.15,38,10.9,37.75,27.28,2662
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,8,8,27.84,3255.5,49.4,38.55,11.06,38.39,26.75,15833
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,9,9,28.32,3301.9,48.7,38.92,11.28,38.78,26.28,156687
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,10,10,27.73,3323.32,44.99,39,11.08,38.83,26.28,3285
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,99,Unknown or Not Stated,28.6,3013.84,47.12,37.39,9.87,37.3,27.08,276
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,0,0,24.69,575.75,44.33,22.64,4.27,22.36,27.19,13
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,1,1,28.62,508.9,55.97,21.73,3.94,21.48,29.24,90
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,2,2,29.62,725.62,63.3,24.04,4.45,23.33,26.09,24
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,3,3,28.9,1139.7,58.5,27.1,8.6,26.5,32.42,10
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,4,4,32.67,1910,49,29.5,9.83,29.33,27.33,6
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,5,5,29.12,1377.4,68.22,27.75,4.07,27.56,28.84,16
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,6,6,29.39,1828.56,64.1,31.22,6.71,31,28.21,18
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,7,7,27.9,1786.15,37.75,33.3,9.21,32.1,27.88,20
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,8,8,28.89,2463.16,45.12,35.41,10.05,35.14,27.23,87
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,9,9,29.61,2911.73,49.1,37.54,10.97,37.44,26.74,337
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,10,10,31.5,2616,12,37,4.5,37,18.6,2
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,99,Unknown or Not Stated,25.5,874.17,72,24.67,5.5,24.67,32.82,6
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,0,0,34,2149.5,78,32.5,3,30.5,24.7,2
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,1,1,28.82,402.4,31,21.18,4.14,20.82,24.83,11
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,2,2,31.25,614.67,118,22.5,4.5,22.5,28.47,4
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,3,3,24,717.67,25,25.33,8,25.33,27.27,3
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,4,4,33,3232,64,40,0,40,21.3,1
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,5,5,19.5,2069.5,Not Applicable,35.5,9.5,34.5,22.45,2
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,6,6,26.62,3143.5,32.5,37.88,12.25,38.12,26.89,8
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,7,7,24.2,3390.7,35.83,38.6,11.95,38.55,29.37,20
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,8,8,26.81,3371.98,46.95,38.96,10.71,38.62,26.86,112
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,9,9,28.38,3294.91,50.91,39.01,11.44,38.77,25.9,722
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,10,10,27,3391.25,58.6,39.18,12.64,38.82,24.98,12
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,99,Unknown or Not Stated,28.43,2374.29,66,35,12.43,35.14,31.31,7
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,0,0,23,875,16,23,,23,24.2,1
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,1,1,29.6,1006,28,24,9.5,23.6,21.6,5
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,3,3,33,3358,36,39,15,39,28.3,1
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,5,5,26,3560,Not Applicable,40,18,40,26.4,1
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,6,6,25,3041.25,118.5,37,11,37,21.75,4
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,7,7,24.75,3612.25,26,39,13,39,24.52,4
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,8,8,29.31,2998.38,40.67,38.38,9.89,37.92,29.24,13
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,9,9,27.92,3300.35,47.62,38.84,10.98,38.66,27.01,223
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,10,10,28.17,3291.67,72.25,38.67,15,38.67,30.88,6
2,February,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,99,Unknown or Not Stated,28.38,2853,32,33.67,0.67,32.67,26.05,8
2,February,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,0,0,30.4,1500.75,36.4,26.6,4.2,26.8,29.9,5
2,February,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,1,1,31.45,1017.81,40.53,25.14,4.5,25.38,27.37,22
2,February,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,2,2,30.71,959.5,77.71,24.29,3.67,24.57,29.68,7
2,February,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,3,3,31.2,1950.2,34.5,33.2,7.6,32.8,24.92,5
2,February,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,4,4,31.45,3077.55,59.8,37.91,9.45,37.45,26.79,11
2,February,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,5,5,30.56,2348.04,46.78,33.88,8.83,34.04,28.23,25
2,February,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,6,6,32.3,3031.81,36.92,36.44,9,36.56,26.84,27
2,February,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,7,7,30.99,2885.4,45.06,36.77,10.2,36.64,28.02,86
2,February,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,8,8,30.66,3257.12,47.53,38.24,10.47,37.98,27.89,495
2,February,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,9,9,30.88,3317.99,46.26,38.73,10.79,38.67,26.98,4863
2,February,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,10,10,30.05,3225.93,48.95,38.55,11.43,38.42,26.88,83
2,February,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,99,Unknown or Not Stated,33,2954.29,27.62,35.62,7.75,35.38,25.1,8
2,February,1,In Hospital,2,Vaginal after previous c-section,2,Breech,0,0,31,405,45,21,3,21,29.6,1
2,February,1,In Hospital,2,Vaginal after previous c-section,2,Breech,1,1,33.78,521.67,94,20.44,3.67,20.33,29.98,9
2,February,1,In Hospital,2,Vaginal after previous c-section,2,Breech,2,2,33.4,439.25,47.5,21.8,6.5,20.6,35.18,5
2,February,1,In Hospital,2,Vaginal after previous c-section,2,Breech,4,4,32,2892,47,36,8,36,27.1,1
2,February,1,In Hospital,2,Vaginal after previous c-section,2,Breech,5,5,33,3275,29,39,12,39,29.8,1
2,February,1,In Hospital,2,Vaginal after previous c-section,2,Breech,6,6,34.25,2723.5,67.5,35.25,9.75,34.5,34.75,4
2,February,1,In Hospital,2,Vaginal after previous c-section,2,Breech,7,7,29,1742.5,58,31.5,13.5,29.5,37.25,2
2,February,1,In Hospital,2,Vaginal after previous c-section,2,Breech,8,8,35.8,2922.4,95.5,38.8,10.4,38.8,27.1,5
2,February,1,In Hospital,2,Vaginal after previous c-section,2,Breech,9,9,31.8,3152.73,46.09,38,10.53,37.87,30.08,15
2,February,1,In Hospital,2,Vaginal after previous c-section,2,Breech,10,10,27,3067,58,38,9,38,21.8,1
2,February,1,In Hospital,2,Vaginal after previous c-section,3,Other,7,7,32,3143,22,38,3,38,28,1
2,February,1,In Hospital,2,Vaginal after previous c-section,3,Other,9,9,31.38,3166.48,51.95,38.48,10,38.14,26.84,21
2,February,1,In Hospital,2,Vaginal after previous c-section,9,Unknown or Not Stated,0,0,30,879,76,27,11,27,42.6,1
2,February,1,In Hospital,2,Vaginal after previous c-section,9,Unknown or Not Stated,1,1,32,,Not Applicable,17,,17,35.8,1
2,February,1,In Hospital,2,Vaginal after previous c-section,9,Unknown or Not Stated,3,3,25,325,Not Applicable,21,,21,,1
2,February,1,In Hospital,2,Vaginal after previous c-section,9,Unknown or Not Stated,6,6,33,2840,12,37,6,37,29.3,1
2,February,1,In Hospital,2,Vaginal after previous c-section,9,Unknown or Not Stated,9,9,30.5,2857.33,72.6,38.83,9.75,39.33,30.58,6
2,February,1,In Hospital,3,Primary C-section,1,Cephalic,0,0,27,2805.42,78.29,35.9,8.85,35.7,27.15,20
2,February,1,In Hospital,3,Primary C-section,1,Cephalic,1,1,28.52,2262.32,62.4,33.78,8.96,33.49,29,119
2,February,1,In Hospital,3,Primary C-section,1,Cephalic,2,2,28.48,2561.05,70.58,35.22,10.5,35.01,28.3,112
2,February,1,In Hospital,3,Primary C-section,1,Cephalic,3,3,28.06,2484.85,68.06,35.6,9.87,35.03,28.75,157
2,February,1,In Hospital,3,Primary C-section,1,Cephalic,4,4,27.99,2601,52.29,35.43,11.4,35.16,29.26,159
2,February,1,In Hospital,3,Primary C-section,1,Cephalic,5,5,28.69,2728.99,62.14,36.27,10.8,36,29.54,366
2,February,1,In Hospital,3,Primary C-section,1,Cephalic,6,6,28.76,2722.92,66.81,36.27,11.01,36.03,28.96,616
2,February,1,In Hospital,3,Primary C-section,1,Cephalic,7,7,28.79,2723.95,65.47,36.22,10.91,36,29.15,1370
2,February,1,In Hospital,3,Primary C-section,1,Cephalic,8,8,28.82,3030.32,60.14,37.61,11.31,37.38,28.86,5534
2,February,1,In Hospital,3,Primary C-section,1,Cephalic,9,9,29.2,3284.35,61.27,38.65,11.79,38.5,28.37,33455
2,February,1,In Hospital,3,Primary C-section,1,Cephalic,10,10,28.65,3358.09,57.72,38.89,11.81,38.68,29.28,623
2,February,1,In Hospital,3,Primary C-section,1,Cephalic,99,Unknown or Not Stated,29.88,2470.44,75.61,35.43,11.62,35.18,27.25,89
2,February,1,In Hospital,3,Primary C-section,2,Breech,0,0,23.57,1002.71,43,26.14,5.67,26,29.68,7
2,February,1,In Hospital,3,Primary C-section,2,Breech,1,1,27.8,1296.3,34.3,27.57,6.48,27.39,27.44,49
2,February,1,In Hospital,3,Primary C-section,2,Breech,2,2,29.77,1611.68,67.64,30.4,7.39,30.11,29.74,35
2,February,1,In Hospital,3,Primary C-section,2,Breech,3,3,28.76,1789.04,60.72,30.91,7.77,30.98,29.38,46
2,February,1,In Hospital,3,Primary C-section,2,Breech,4,4,28,1818.56,55.12,31.64,10,31.42,30.32,50
2,February,1,In Hospital,3,Primary C-section,2,Breech,5,5,29.94,1758.13,63.78,31.64,8.13,31.23,27.66,84
2,February,1,In Hospital,3,Primary C-section,2,Breech,6,6,29.32,1791.24,52.77,31.54,8.46,31.09,29.77,164
2,February,1,In Hospital,3,Primary C-section,2,Breech,7,7,30.21,2045.48,53.86,33.14,10.08,32.7,28.95,354
2,February,1,In Hospital,3,Primary C-section,2,Breech,8,8,29.84,2572.53,59.16,35.65,10.55,35.39,28,1268
2,February,1,In Hospital,3,Primary C-section,2,Breech,9,9,29.99,3013.02,57.76,37.7,11.53,37.52,27.14,6283
2,February,1,In Hospital,3,Primary C-section,2,Breech,10,10,29.01,3140.06,49.39,38.53,11.15,37.95,26.75,102
2,February,1,In Hospital,3,Primary C-section,2,Breech,99,Unknown or Not Stated,29.88,1752.18,67.83,31.18,8.67,30.76,30.39,17
2,February,1,In Hospital,3,Primary C-section,3,Other,1,1,26.8,3272.2,47.33,39.4,10,39.2,26.07,5
2,February,1,In Hospital,3,Primary C-section,3,Other,2,2,35,1100,65,28,2,28,,1
2,February,1,In Hospital,3,Primary C-section,3,Other,3,3,24.33,1583.33,14,31.33,4.33,31,22.6,3
2,February,1,In Hospital,3,Primary C-section,3,Other,4,4,25.75,2061,59,31.25,9.5,31.25,31.07,4
